"","Sample_ID","Sample_date","Sample_site","Phylum","Taxa","Density_cellsPerL","Phyto_biomass_mgL","Length_um","Width1_um","Width2_um","Diameter_col_um","Diameter_cell_um","Type","Edible","Size_class","Comments","Length2","Diameter2","Length_um3","per","BMS_mgL_under200","WW_C_conv","bms_ugC_less200","bms_ugC_less200_tot","bms_per","Date","Size_class2","Taxa2"
"103","20210910-36-873",2021-09-10,"36-873","Cyanobacteria","Aphanothece",0,0,NA,NA,NA,NA,NA,"Colonial","FALSE","","",0,0,0,1,0,"0.22",0,270.0560918,0,"September","NA","Other Cyanobacteria"
"104","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Characium",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"105","20210910-36-873",2021-09-10,"36-873","Cryptophyta","Chilomonas",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,47.23741517,0,"September","NA","Other Cryptophyta"
"106","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Closteriopsis",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"107","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Cocconeis",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"108","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Coscinodiscus",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"109","20210910-36-873",2021-09-10,"36-873","Cyanobacteria","Cylindrospermopsis",0,0,NA,NA,NA,NA,NA,"Filament","FALSE","","",0,0,0,1,0,"0.22",0,270.0560918,0,"September","NA","Other Cyanobacteria"
"110","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Cymbella",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"111","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Dictyosphaerium",0,0,NA,NA,NA,NA,NA,"Colonial","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"112","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Dimorphococcus",0,0,NA,NA,NA,NA,NA,"Colonial","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"113","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Eutetramorus",0,0,NA,NA,NA,NA,NA,"Colonial","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"114","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Franceia",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"115","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Golenkinia",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"116","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Gomphonema",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"117","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Gonium",0,0,NA,NA,NA,NA,NA,"Colonial","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"118","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Gyrosigma",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"119","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Kirchneriella",0,0,NA,NA,NA,NA,NA,"Colonial","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"120","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Lagerheimia",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"121","20210910-36-873",2021-09-10,"36-873","Cyanobacteria","Lyngbya",0,0,NA,NA,NA,NA,NA,"Filament","FALSE","","",0,0,0,1,0,"0.22",0,270.0560918,0,"September","NA","Other Cyanobacteria"
"122","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Nitzschia",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"123","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Opephora",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"124","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Pandorina",0,0,NA,NA,NA,NA,NA,"Colonial","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"125","20210910-36-873",2021-09-10,"36-873","Cyanobacteria","Planktothrix",0,0,NA,NA,NA,NA,NA,"Filament","FALSE","","",0,0,0,1,0,"0.22",0,270.0560918,0,"September","NA","Other Cyanobacteria"
"126","20210910-36-873",2021-09-10,"36-873","Cyanobacteria","Pseudanabaena",829.338109,0.011068042,10.875,1.25,NA,NA,NA,"Filament","FALSE","NANO","",10.875,0,10.875,1,0.011068042,"0.22",2.43496924,270.0560918,0.901653143156388,"September","Nano","Other Cyanobacteria"
"127","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Rhizosolenia",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"128","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Rhoicosphenia",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"129","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Sphaerocystis",0,0,NA,NA,NA,NA,NA,"Colonial","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"130","20210910-36-873",2021-09-10,"36-873","Cyanobacteria","Spirulina",0,0,NA,NA,NA,NA,NA,"Filament","FALSE","","",0,0,0,1,0,"0.22",0,270.0560918,0,"September","NA","Other Cyanobacteria"
"131","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Stephanodiscus",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"132","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Surirella",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"133","20210910-36-873",2021-09-10,"36-873","Bacillariophyta","Tabellaria",0,0,NA,NA,NA,NA,NA,"Colonial","TRUE","","",0,0,0,1,0,"0.11",0,107.935808393993,0,"September","NA","Other Bacillariophyta"
"134","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Tetraedron",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"135","20210910-36-873",2021-09-10,"36-873","Chlorophyta","Treubaria",0,0,NA,NA,NA,NA,NA,"Solitary","TRUE","","",0,0,0,1,0,"0.16",0,31.57821872,0,"September","NA","Other Chlorophyta"
"136","20210910-36-873",2021-09-10,"36-873","Cyanobacteria","Cyanophyte Filament",0,0,NA,NA,NA,NA,NA,"Filament","FALSE","","",0,0,0,1,0,"0.22",0,270.0560918,0,"September","NA","Other Cyanobacteria"
