Date_Time,Event,Sample,Type,Rep,Chlorophyta,Cyanobacteria,Bacillariophyta,Cryptophyta,YellowSubst
10/4/2021 17:56,Late_September,Initial_Collection,SIEVED_200um,2,2.62,8.24,3.59,4.05,1.3
10/4/2021 17:56,Late_September,Initial_Collection,SIEVED_200um,2,2.55,8.13,3.81,3.84,1.31
10/4/2021 17:56,Late_September,Initial_Collection,SIEVED_200um,2,2.51,8.13,3.94,3.67,1.32
10/4/2021 17:56,Late_September,Initial_Collection,SIEVED_200um,2,2.33,8.21,4.29,3.42,1.32
10/4/2021 17:56,Late_September,Initial_Collection,SIEVED_200um,2,2.09,8.3,4.69,3.14,1.31
10/4/2021 17:56,Late_September,Initial_Collection,SIEVED_200um,2,1.99,8.34,4.97,2.9,1.3
10/4/2021 17:56,Late_September,Initial_Collection,SIEVED_200um,2,2.07,8.36,5.13,2.73,1.28
10/4/2021 17:56,Late_September,Initial_Collection,SIEVED_200um,2,2.06,8.33,5.21,2.6,1.27
10/4/2021 17:56,Late_September,Initial_Collection,SIEVED_200um,2,1.93,8.33,5.69,2.24,1.22
10/4/2021 17:56,Late_September,Initial_Collection,SIEVED_200um,2,2.22,8.08,5.33,2.49,1.21
10/4/2021 17:56,Late_September,Initial_Collection,SIEVED_200um,2,2.22,8.03,5.25,2.56,1.21
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.53,7.91,4.9,2.74,1.21
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.44,7.96,4.97,2.67,1.22
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.68,7.58,4.3,3.24,1.24
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.72,7.4,4.01,3.52,1.25
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,3.01,7.19,3.53,3.83,1.27
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.96,7.13,3.53,3.92,1.26
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,3.11,7.15,3.49,3.87,1.25
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,3,7.33,3.8,3.62,1.23
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.99,7.51,4.07,3.34,1.2
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.76,7.74,4.6,2.92,1.19
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.72,7.95,4.96,2.6,1.14
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.56,8.24,5.56,2.07,1.12
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.64,8.34,5.68,1.95,1.08
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.77,8.35,5.6,1.94,1.08
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.73,8.36,5.63,1.91,1.08
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.83,8.29,5.52,1.97,1.07
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.97,8.26,5.49,1.95,1.06
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.83,8.38,5.81,1.69,1.04
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.76,8.37,5.75,1.73,1.06
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.81,8.22,5.6,1.89,1.06
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.78,8.21,5.44,1.95,1.09
10/4/2021 17:57,Late_September,Initial_Collection,SIEVED_200um,2,2.79,8.25,5.45,1.88,1.1
