"","Time","Phyto_Grp","Int_med","Int_10","Int_90","CR_mL_ugC_d_med","CR_mL_ugC_d_10","CR_mL_ugC_d_90","CR_L_ugC_d_med","CR_L_ugC_d_10","CR_L_ugC_d_90"
"1","EarlyAug","Bluegreen",0.0814484377536931,0.0659768959967634,0.0918264758773113,1.3191411505419,0.989304678908677,1.63222326489467,0.0013191411505419,0.000989304678908677,0.00163222326489467
"2","EarlyAug","CryptoDiatoms",0.414684661968337,0.390519609844287,0.442477345618904,0.360528032924067,-0.239598565872573,0.98356076044479,0.000360528032924067,-0.000239598565872573,0.000983560760444791
"3","EarlyAug","Green Algae",0.0581987380382279,0.0133392509259174,0.0990227102269273,-6.75758435036519,-7.60154614119005,-5.88522869502692,-0.00675758435036519,-0.00760154614119005,-0.00588522869502692
"4","EarlyAug","Yellow Subst.",-0.088510081211603,-0.109742651630996,-0.0637017127690465,2.52366764302465,2.26799279105838,2.86521456465788,0.00252366764302465,0.00226799279105838,0.00286521456465788
"5","EarlySep","Bluegreen",-0.101767264195605,-0.122924666476377,-0.0832647277670257,0.697956662874666,0.538740338016098,0.802395099513187,0.000697956662874666,0.000538740338016098,0.000802395099513187
"6","EarlySep","CryptoDiatoms",0.560808177614396,0.537228018541633,0.593082068763703,1.15728813686359,0.984106485152639,1.36130322905597,0.00115728813686359,0.000984106485152639,0.00136130322905597
"7","EarlySep","Green Algae",0.935889434072165,0.87775403819094,1.01207907212961,-4.36156923231629,-4.81822950502562,-3.78491978577661,-0.00436156923231629,-0.00481822950502562,-0.00378491978577661
"8","EarlySep","Yellow Subst.",-0.123044959082144,-0.14729572335337,-0.102611960190924,1.01652535068953,0.893105415024647,1.12998917812936,0.00101652535068953,0.000893105415024647,0.00112998917812936
